,title,price,location,living_space,plot_area,rooms,broker,link,coordinates,latitude,longitude
154,Petmolen 43,350.000 k.k.,"Petmolen 43, 1035 BG Amsterdam",92 m^2,,4,Boss makelaardij,https://www.funda.nl/koop/amsterdam/appartement-88063694-petmolen-43/,"43, Petmolen, Oostzanerwerf, Amsterdam, Noord-Holland, Nederland, 1035BG, Nederland",52.4182845,4.8872042
155,Celebesstraat 163,500.000 k.k.,"Celebesstraat 163, 1094 GB Amsterdam",78 m^2,,4,De Makelaers BV,https://www.funda.nl/koop/amsterdam/appartement-42694115-celebesstraat-163/,"163, Celebesstraat, Indische Buurt, Oost, Amsterdam, Noord-Holland, Nederland, 1094GB, Nederland",52.3581083,4.9376595
156,Baarsjesweg 155 -III,575.000 k.k.,"Baarsjesweg 155 -III, 1057 HM Amsterdam",79 m^2,,3,Scholten Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42690950-baarsjesweg-155-iii/,"Baarsjesweg, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057HL, Nederland",52.3699122,4.8644605
157,Singel 518 C,950.000 k.k.,"Singel 518 C, 1017 AX Amsterdam",105 m^2,,3,Forte Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42672900-singel-518-c/,"Singel, Centrum, Amsterdam, Noord-Holland, Nederland, 1012XS, Nederland",52.3675628,4.8896849
158,Dam 5 V+PP,4.295.000 k.k.,"Dam 5 V+PP, 1012 JS Amsterdam",178 m^2,,5,Amsterdam At Home Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42661124-dam-5-v-pp/,,,
159,Prinseneiland 77 III,1.295.000 k.k.,"Prinseneiland 77 III, 1013 LM Amsterdam",145 m^2,,3,A.J.M. Rood Makelaardij o.g./Verzekeringen,https://www.funda.nl/koop/amsterdam/appartement-42411402-prinseneiland-77-iii/,"Prinseneiland, Centrum, Amsterdam, Noord-Holland, Nederland, 1013LM, Nederland",52.3856452,4.8865694
160,Prins Hendrikkade 132 A,1.425.000 k.k.,"Prins Hendrikkade 132 A, 1011 AR Amsterdam",257 m^2,,4,Engel & Völkers Amsterdam Zuid,https://www.funda.nl/koop/amsterdam/appartement-87657567-prins-hendrikkade-132-a/,"Prins Hendrikkade, Centrum, Amsterdam, Noord-Holland, Nederland, 1011EH, Nederland",52.3765254,4.9023231
161,Voordewind 3,425.000 k.k.,"Voordewind 3, 1034 KS Amsterdam",94 m^2,131 m^2,3,Adriaanssen makelaardij,https://www.funda.nl/koop/amsterdam/huis-42752966-voordewind-3/,"3, Voordewind, Banne Buiksloot, Noord, Amsterdam, Noord-Holland, Nederland, 1034KS, Nederland",52.4086321,4.9248917
162,Adrianus van Waertweg 13,485.000 k.k.,"Adrianus van Waertweg 13, 1035 SE Amsterdam",128 m^2,104 m^2,5,Hoekstra en van Eck Amsterdam Noord,https://www.funda.nl/koop/amsterdam/huis-42751293-adrianus-van-waertweg-13/,"13, Adrianus van Waertweg, Kadoelen, Amsterdam, Noord-Holland, Nederland, 1035SE, Nederland",52.4206108,4.9041863
163,Lange Stammerdijk 5,850.000 k.k.,"Lange Stammerdijk 5, 1109 BK Amsterdam",138 m^2,410 m^2,5,Koster Di Giacomo,https://www.funda.nl/koop/amsterdam/huis-42751733-lange-stammerdijk-5/,"5, Lange Stammerdijk, Driemond, Amsterdam, Noord-Holland, Nederland, 1109BK, Nederland",52.3050181,5.0157013
164,Utrechtsedwarsstraat 80,1.250.000 k.k.,"Utrechtsedwarsstraat 80, 1017 WH Amsterdam",130 m^2,35 m^2,6,De Graaf & Groot Makelaars,https://www.funda.nl/koop/amsterdam/huis-42758077-utrechtsedwarsstraat-80/,"80-H, Utrechtsedwarsstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1017WH, Nederland",52.36148,4.8995597
165,Bloemendalergouw 71,900.000 k.k.,"Bloemendalergouw 71, 1028 BH Amsterdam",87 m^2,545 m^2,4,Hoekstra en van Eck Monnickendam,https://www.funda.nl/koop/amsterdam/huis-42644273-bloemendalergouw-71/,"71, Bloemendalergouw, Holysloot, Amsterdam, Noord-Holland, Nederland, 1028BH, Nederland",52.4035838,5.0178878
166,Stuurmankade 142,600.000 k.k.,"Stuurmankade 142, 1019 WB Amsterdam",88 m^2,,4,RET Makelaars - De makelaar van Amsterdam-Oost!,https://www.funda.nl/koop/amsterdam/huis-42644042-stuurmankade-142/,"142, Stuurmankade, Oostelijk Havengebied, Schellingwoude, Amsterdam, Noord-Holland, Nederland, 1019WB, Nederland",52.3717974,4.9428232
167,Eeuwige Jeugdlaan 5,625.000 k.k.,"Eeuwige Jeugdlaan 5, 1022 KG Amsterdam",131 m^2,126 m^2,6,Hoekstra en van Eck Amsterdam Noord,https://www.funda.nl/koop/amsterdam/huis-42640364-eeuwige-jeugdlaan-5/,"5, Eeuwige Jeugdlaan, Elzenhagen-Noord, Noord, Amsterdam, Noord-Holland, Nederland, 1022KG, Nederland",52.4068471,4.9318459
168,Eurokade 35,675.000 k.k.,"Eurokade 35, 1060 RZ Amsterdam",146 m^2,113 m^2,7,makelaarFRANK,https://www.funda.nl/koop/amsterdam/huis-88003524-eurokade-35/,"35, Eurokade, De Aker, Sloten, Amsterdam, Noord-Holland, Nederland, 1060RZ, Nederland",52.3480876,4.7860825
169,Bloemstraat 154,1.275.000 k.k.,"Bloemstraat 154, 1016 LJ Amsterdam",238 m^2,120 m^2,4,KRK Makelaars Amsterdam,https://www.funda.nl/koop/amsterdam/huis-42646322-bloemstraat-154/,"154-3, Bloemstraat, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1016LJ, Nederland",52.3735151,4.8782372
170,Tuinderijlaan 61,650.000 k.k.,"Tuinderijlaan 61, 1036 LM Amsterdam",129 m^2,134 m^2,5,Hoekstra en van Eck Amsterdam Noord,https://www.funda.nl/koop/amsterdam/huis-42631053-tuinderijlaan-61/,"61, Tuinderijlaan, De Bongerd, Noord, Amsterdam, Noord-Holland, Nederland, 1036LM, Nederland",52.406354,4.9035965
171,Tenerifestraat 8,648.000 k.k.,"Tenerifestraat 8, 1060 TH Amsterdam",126 m^2,118 m^2,5,makelaarFRANK,https://www.funda.nl/koop/amsterdam/huis-88095294-tenerifestraat-8/,"8, Tenerifestraat, De Aker, Sloten, Amsterdam, Noord-Holland, Nederland, 1060TH, Nederland",52.3441825,4.7887622
172,Maria Austriastraat 670,900.000 k.k.,"Maria Austriastraat 670, 1087 JC Amsterdam",156 m^2,125 m^2,5,De Plantage Makelaars,https://www.funda.nl/koop/amsterdam/huis-88093646-maria-austriastraat-670/,"670, Maria Austriastraat, IJburg, Amsterdam, Noord-Holland, Nederland, 1087JC, Nederland",52.3542281,4.9995544
173,Van Boshuizenstraat 537,875.000 k.k.,"Van Boshuizenstraat 537, 1082 AV Amsterdam",170 m^2,108 m^2,4,MRA Makelaars,https://www.funda.nl/koop/amsterdam/huis-42639989-van-boshuizenstraat-537/,"537, Van Boshuizenstraat, Buitenveldert, Amsterdam, Noord-Holland, Nederland, 1082AV, Nederland",52.3245213,4.8759091
174,Willem Pijperstraat 67,1.575.000 k.k.,"Willem Pijperstraat 67, 1077 XL Amsterdam",169 m^2,201 m^2,5,Vlaanderen Meybaum Makelaars o.g.,https://www.funda.nl/koop/amsterdam/huis-42639987-willem-pijperstraat-67/,"67, Willem Pijperstraat, Zuidas, Zuid, Amsterdam, Noord-Holland, Nederland, 1077XL, Nederland",52.341922,4.8697803
175,Appelweg 26,995.000 v.o.n.,"Appelweg 26, 1033 AT Amsterdam",197 m^2,,6,Collectief Makelaars,https://www.funda.nl/koop/amsterdam/huis-88092320-appelweg-26/,"26, Appelweg, Tuttifruttidorp, Noord, Amsterdam, Noord-Holland, Nederland, 1033AT, Nederland",52.4136551,4.899806523331344
176,Winterstraat 27,450.000 k.k.,"Winterstraat 27, 1109 BD Amsterdam",94 m^2,228 m^2,4,Koster Di Giacomo,https://www.funda.nl/koop/amsterdam/huis-42621432-winterstraat-27/,"27, Winterstraat, Driemond, Amsterdam, Noord-Holland, Nederland, 1109BD, Nederland",52.3066166,5.0152628
177,Jan Willem Brouwersstraat 30,2.350.000 k.k.,"Jan Willem Brouwersstraat 30, 1071 LK Amsterdam",242 m^2,82 m^2,10,Meerdere makelaars betrokken,https://www.funda.nl/koop/amsterdam/huis-42626440-jan-willem-brouwersstraat-30/,"30-2, Jan Willem Brouwersstraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071LK, Nederland",52.3560384,4.8772781
178,Marmolada 10,600.000 k.k.,"Marmolada 10, 1060 PG Amsterdam",118 m^2,115 m^2,5,Gewoon Simpel Makelaars,https://www.funda.nl/koop/amsterdam/huis-88089935-marmolada-10/,"10, Marmolada, De Aker, Amsterdam, Noord-Holland, Nederland, 1060PG, Nederland",52.3506814,4.7765952
179,Sporadenlaan 9,525.000 k.k.,"Sporadenlaan 9, 1060 ML Amsterdam",129 m^2,,4,Makelaardij Van der Linden Amsterdam,https://www.funda.nl/koop/amsterdam/huis-42610648-sporadenlaan-9/,"9, Sporadenlaan, De Aker, Sloten, Amsterdam, Noord-Holland, Nederland, 1060ML, Nederland",52.3466929,4.7946721
180,Elandsstraat 129,1.925.000 k.k.,"Elandsstraat 129, 1016 RZ Amsterdam",249 m^2,144 m^2,7,Cocq Makelaars,https://www.funda.nl/koop/amsterdam/huis-88056258-elandsstraat-129/,"129-H, Elandsstraat, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1016RZ, Nederland",52.37016,4.8798617
181,Stoombootweg 78,850.000 k.k.,"Stoombootweg 78, 1035 TX Amsterdam",146 m^2,281 m^2,6,Hoekstra en van Eck Amsterdam Noord,https://www.funda.nl/koop/amsterdam/huis-42585141-stoombootweg-78/,"78, Stoombootweg, Kadoelen, Amsterdam, Noord-Holland, Nederland, 1035TX, Nederland",52.4178029,4.9032467
182,Willem de Zwijgerlaan 110 3,380.000 k.k.,"Willem de Zwijgerlaan 110 3, 1056 JV Amsterdam",48 m^2,,2,Bianca Combee Housing Service,https://www.funda.nl/koop/amsterdam/appartement-88118554-willem-de-zwijgerlaan-110-3/,"110-3, Willem de Zwijgerlaan, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1056JV, Nederland",52.373604,4.8637135
183,Kijkduinstraat 57 H,425.000 k.k.,"Kijkduinstraat 57 H, 1055 XS Amsterdam",54 m^2,,3,Kalwij Vastgoed,https://www.funda.nl/koop/amsterdam/appartement-88118309-kijkduinstraat-57-h/,"57-H, Kijkduinstraat, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1055XS, Nederland",52.3822748,4.8530937
184,Wethouder Frankeweg 7 A,650.000 k.k.,"Wethouder Frankeweg 7 A, 1098 KV Amsterdam",89 m^2,,3,WSM Real Estate,https://www.funda.nl/koop/amsterdam/appartement-88118196-wethouder-frankeweg-7-a/,"Wethouder Frankeweg, Middenmeer, Oost, Amsterdam, Noord-Holland, Nederland, 1098KW, Nederland",52.3512592,4.9357913
185,Osdorper Ban 697,425.000 k.k.,"Osdorper Ban 697, 1069 GA Amsterdam",94 m^2,,3,Nieuw West Makelaardij B.V.,https://www.funda.nl/koop/amsterdam/appartement-42754594-osdorper-ban-697/,"697, Osdorper Ban, Osdorp, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1069GA, Nederland",52.3605614,4.7947795
186,Johan Hofmanstraat 334,439.000 k.k.,"Johan Hofmanstraat 334, 1069 KE Amsterdam",102 m^2,,4,De Kroon Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42753182-johan-hofmanstraat-334/,"334, Johan Hofmanstraat, Osdorp, Nieuw-West, Sloten, Amsterdam, Noord-Holland, Nederland, 1069KE, Nederland",52.3519841,4.7941905
187,Vechtstraat 144 -2,439.000 k.k.,"Vechtstraat 144 -2, 1079 JS Amsterdam",54 m^2,,3,Mar. J. Heule Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42753943-vechtstraat-144-2/,"144-2, Vechtstraat, Rijnbuurt, Amsterdam, Noord-Holland, Nederland, 1079JS, Nederland",52.3423419,4.9075765
188,Eastonstraat 147,300.000 k.k.,"Eastonstraat 147, 1068 JD Amsterdam",66 m^2,,3,Nieuw West Makelaardij B.V.,https://www.funda.nl/koop/amsterdam/appartement-42753961-eastonstraat-147/,"147, Eastonstraat, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1068JD, Nederland",52.3567386,4.8142229
189,Johannes Worpstraat 9 III,550.000 k.k.,"Johannes Worpstraat 9 III, 1076 BC Amsterdam",96 m^2,,3,Makelaarsgroep o.g. Commissaris,https://www.funda.nl/koop/amsterdam/appartement-42753440-johannes-worpstraat-9-iii/,"Johannes Worpstraat, Zuidas, Zuid, Amsterdam, Noord-Holland, Nederland, 1076BG, Nederland",52.342147,4.866709
190,Guldenpromenade 13,325.000 k.k.,"Guldenpromenade 13, 1060 SB Amsterdam",63 m^2,,3,Nieuw West Makelaardij B.V.,https://www.funda.nl/koop/amsterdam/appartement-42752112-guldenpromenade-13/,"13, Guldenpromenade, De Aker, Sloten, Amsterdam, Noord-Holland, Nederland, 1060SB, Nederland",52.3474838,4.783992
191,Nieuwe Spiegelstraat 4 A,600.000 k.k.,"Nieuwe Spiegelstraat 4 A, 1017 DE Amsterdam",67 m^2,,3,Heeren Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42752097-nieuwe-spiegelstraat-4-a/,"Nieuwe Spiegelstraat, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017EN, Nederland",52.3640941,4.8892728
192,Mariotteplein 24 boven,885.000 k.k.,"Mariotteplein 24 boven, 1098 NZ Amsterdam",124 m^2,,5,Sikkes Makelaardij o.g.,https://www.funda.nl/koop/amsterdam/appartement-42752727-mariotteplein-24-boven/,,,
193,Lange Leidsedwarsstraat 14 B,395.000 k.k.,"Lange Leidsedwarsstraat 14 B, 1017 NL Amsterdam",43 m^2,,2,Mar. J. Heule Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42752654-lange-leidsedwarsstraat-14-b/,"Lange Leidsedwarsstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1017RE, Nederland",52.3636104,4.885116
194,Saskia van Uijlenburgkade 4 +PP,1.075.000 k.k.,"Saskia van Uijlenburgkade 4 +PP, 1058 GA Amsterdam",145 m^2,,4,Ramón Mossel Makelaardij o.g. B.V.,https://www.funda.nl/koop/amsterdam/appartement-42752510-saskia-van-uijlenburgkade-4-pp/,,,
195,Sint Antoniesluis 36,645.000 k.k.,"Sint Antoniesluis 36, 1011 JB Amsterdam",87 m^2,,4,Amsterdam At Home Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42751039-sint-antoniesluis-36/,"36, Sint Antoniesluis, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011JB, Nederland",52.3698268,4.9010831
196,Bestevâerstraat 94 hs,425.000 k.k.,"Bestevâerstraat 94 hs, 1056 HR Amsterdam",55 m^2,,3,Ramón Mossel Makelaardij o.g. B.V.,https://www.funda.nl/koop/amsterdam/appartement-42751802-bestevaerstraat-94-hs/,"Bestevâerstraat, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1056XN, Nederland",52.37607,4.85916
197,Jacques Veltmanstraat 24 -3,325.000 k.k.,"Jacques Veltmanstraat 24 -3, 1065 EJ Amsterdam",46 m^2,,2,Hoekstra en van Eck Amsterdam West,https://www.funda.nl/koop/amsterdam/appartement-42751703-jacques-veltmanstraat-24-3/,"24-3, Jacques Veltmanstraat, Slotervaart, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1065EJ, Nederland",52.354856,4.8321694
198,Putterstraat 20,500.000 k.k.,"Putterstraat 20, 1021 CZ Amsterdam",65 m^2,,3,MAKELAAR ALEX,https://www.funda.nl/koop/amsterdam/appartement-88114826-putterstraat-20/,"20, Putterstraat, Vogelbuurt, Amsterdam, Noord-Holland, Nederland, 1021CZ, Nederland",52.386549,4.9179244
199,Van Leijenberghlaan 8 N,700.000 k.k.,"Van Leijenberghlaan 8 N, 1082 GM Amsterdam",104 m^2,,4,B.V. Deltam Makelaardij o.g.,https://www.funda.nl/koop/amsterdam/appartement-42750061-van-leijenberghlaan-8-n/,"Van Leijenberghlaan, Zuidas, Zuid, Amsterdam, Noord-Holland, Nederland, 1082TW, Nederland",52.3348325,4.8789316
200,Schaepmanstraat 224 A,350.000 k.k.,"Schaepmanstraat 224 A, 1051 JJ Amsterdam",49 m^2,,2,Hallie & Van Klooster Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42750965-schaepmanstraat-224-a/,"224, Schaepmanstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051JJ, Nederland",52.3798663,4.8693376
201,Zandstraat 26 H,425.000 k.k.,"Zandstraat 26 H, 1011 HL Amsterdam",53 m^2,,3,JA! Jaap Admiraal makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42750868-zandstraat-26-h/,"26-H, Zandstraat, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011HL, Nederland",52.3700005,4.8997152
202,Zeeburgerkade 90,650.000 k.k.,"Zeeburgerkade 90, 1019 HH Amsterdam",106 m^2,,3,Kolt Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42750864-zeeburgerkade-90/,"90, Zeeburgerkade, Oostelijk Havengebied, Oost, Amsterdam, Noord-Holland, Nederland, 1019HH, Nederland",52.3691824,4.9406024
203,Taman Sapituin 13,500.000 k.k.,"Taman Sapituin 13, 1019 SJ Amsterdam",82 m^2,,3,Kolt Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42750757-taman-sapituin-13/,"13, Taman Sapituin, Oostelijk Havengebied, Amsterdam, Noord-Holland, Nederland, 1019SJ, Nederland",52.3784594,4.9291871
204,Cabralstraat 41 3,400.000 k.k.,"Cabralstraat 41 3, 1057 CE Amsterdam",65 m^2,,3,Makelaar in Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-88113987-cabralstraat-41-3/,"41-3, Cabralstraat, Hoofdweg, West, Amsterdam, Noord-Holland, Nederland, 1057CE, Nederland",52.3692135,4.8527083
205,Van Reigersbergenstraat 176,575.000 k.k.,"Van Reigersbergenstraat 176, 1052 WR Amsterdam",80 m^2,,3,RE/MAX PRO,https://www.funda.nl/koop/amsterdam/appartement-88113827-van-reigersbergenstraat-176/,"176, Van Reigersbergenstraat, Frederik Hendrikbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052WR, Nederland",52.3741735,4.8705642
206,Nassaukade 384 hs,1.150.000 k.k.,"Nassaukade 384 hs, 1054 AD Amsterdam",146 m^2,,4,Heeren Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42759881-nassaukade-384-hs/,,,
207,Sarphatistraat 568,1.175.000 k.k.,"Sarphatistraat 568, 1018 AV Amsterdam",129 m^2,,5,Heeren Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42759887-sarphatistraat-568/,"568, Sarphatistraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1018AV, Nederland",52.3643333,4.9207731
208,Conradstraat 132 G,650.000 k.k.,"Conradstraat 132 G, 1018 NM Amsterdam",91 m^2,,3,Pappie & Van der Zee Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42759546-conradstraat-132-g/,"Conradstraat, Czaar Peterbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1018NG, Nederland",52.368792,4.9265146
209,Hondecoeterstraat 8 H,1.250.000 k.k.,"Hondecoeterstraat 8 H, 1071 LR Amsterdam",144 m^2,,5,Mar. J. Heule Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42758125-hondecoeterstraat-8-h/,"8-H, Hondecoeterstraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071LR, Nederland",52.354577,4.8780285
210,Welnastraat 410 c + PP,1.150.000 k.k.,"Welnastraat 410 c + PP, 1096 GJ Amsterdam",136 m^2,,4,MAKELAAR ALEX,https://www.funda.nl/koop/amsterdam/appartement-88112744-welnastraat-410-c-pp/,,,
211,Albardagracht 82 T + PP,375.000 k.k.,"Albardagracht 82 T + PP, 1067 DZ Amsterdam",76 m^2,,3,URBAN MAKELAARS AMSTERDAM,https://www.funda.nl/koop/amsterdam/appartement-42758580-albardagracht-82-t-pp/,,,
212,Rijnstraat 252 3,550.000 k.k.,"Rijnstraat 252 3, 1079 HW Amsterdam",85 m^2,,5,Boelen Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42758564-rijnstraat-252-3/,"252-3, Rijnstraat, Rijnbuurt, Amsterdam, Noord-Holland, Nederland, 1079HW, Nederland",52.3410177,4.9069308
213,Van Beuningenstraat 202 2,385.000 k.k.,"Van Beuningenstraat 202 2, 1051 XZ Amsterdam",49 m^2,,3,PB Makelaars o.z.,https://www.funda.nl/koop/amsterdam/appartement-42758496-van-beuningenstraat-202-2/,"202-2, Van Beuningenstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051XZ, Nederland",52.381673,4.8714166
214,Silodam 346,800.000 k.k.,"Silodam 346, 1013 AW Amsterdam",107 m^2,,3,Boelen Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42757760-silodam-346/,"346, Silodam, Amsterdam, Noord-Holland, Nederland, 1013AW, Nederland",52.3925319,4.890434
215,Gustav Mahlerlaan 62,800.000 k.k.,"Gustav Mahlerlaan 62, 1082 ME Amsterdam",117 m^2,,3,Hoen Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42757638-gustav-mahlerlaan-62/,"62, Gustav Mahlerlaan, Zuidas, Zuid, Amsterdam, Noord-Holland, Nederland, 1082ME, Nederland",52.3369236,4.8715404
216,Reizigersweg 39,325.000 k.k.,"Reizigersweg 39, 1033 WD Amsterdam",84 m^2,,4,Fransen & Kroes Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42756307-reizigersweg-39/,"39, Reizigersweg, Oostzanerwerf, Amsterdam, Noord-Holland, Nederland, 1033WD, Nederland",52.4196548,4.884043
217,Derde Oosterparkstraat 144 h,575.000 k.k.,"Derde Oosterparkstraat 144 h, 1092 EC Amsterdam",68 m^2,,4,De Makelaers BV,https://www.funda.nl/koop/amsterdam/appartement-42756859-derde-oosterparkstraat-144-h/,"144-H, Derde Oosterparkstraat, Oosterparkbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1092EC, Nederland",52.357102,4.9195127
218,Ottho Heldringstraat 29 M,470.000 k.k.,"Ottho Heldringstraat 29 M, 1066 XT Amsterdam",80 m^2,,3,Hoekstra en van Eck Amsterdam West,https://www.funda.nl/koop/amsterdam/appartement-42756788-ottho-heldringstraat-29-m/,"Ottho Heldringstraat, Westlandgracht, Amsterdam, Noord-Holland, Nederland, 1066BA, Nederland",52.3479397,4.8326358
219,Onstein 178,430.000 k.k.,"Onstein 178, 1082 KN Amsterdam",72 m^2,,3,KNAP Makelaardij Certified Expat Broker,https://www.funda.nl/koop/amsterdam/appartement-42756617-onstein-178/,"178, Onstein, Buitenveldert, Amsterdam, Noord-Holland, Nederland, 1082KN, Nederland",52.3298321,4.8694664
220,Orteliusstraat 317 HS,495.000 k.k.,"Orteliusstraat 317 HS, 1056 NZ Amsterdam",59 m^2,,3,Steijn & Steijn Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42756416-orteliusstraat-317-hs/,,,
221,Orteliusstraat 346 H,600.000 k.k.,"Orteliusstraat 346 H, 1056 PT Amsterdam",77 m^2,,3,Amsterdam House Hunting B.V.,https://www.funda.nl/koop/amsterdam/appartement-88119203-orteliusstraat-346-h/,"346-H, Orteliusstraat, Erasmuspark, West, Amsterdam, Noord-Holland, Nederland, 1056PT, Nederland",52.3743118,4.8471698
222,Van Hallstraat 39 1,375.000 k.k.,"Van Hallstraat 39 1, 1051 GX Amsterdam",44 m^2,,2,De Graaf & Groot Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42755487-van-hallstraat-39-1/,"39-1, Van Hallstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051GX, Nederland",52.3838614,4.8703632
223,Boeninlaan 423,325.000 k.k.,"Boeninlaan 423, 1102 TL Amsterdam",71 m^2,,3,Schenkers Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-88119011-boeninlaan-423/,"423, Boeninlaan, D buurt, Zuidoost, Amsterdam, Noord-Holland, Nederland, 1102TL, Nederland",52.3182115,4.9449579
224,Werengouw 145,325.000 k.k.,"Werengouw 145, 1024 NP Amsterdam",59 m^2,,3,Fransen & Kroes Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42644369-werengouw-145/,"145, Werengouw, Nieuwendam, Schellingwoude, Amsterdam, Noord-Holland, Nederland, 1024NP, Nederland",52.3926568,4.9522514
225,Johan van der Keukenstraat 91 D,275.000 k.k.,"Johan van der Keukenstraat 91 D, 1087 BC Amsterdam",47 m^2,,,Jansen Smit Makelaars en Taxateurs,https://www.funda.nl/koop/amsterdam/appartement-42644163-johan-van-der-keukenstraat-91-d/,"Johan van der Keukenstraat, IJburg, Amsterdam, Noord-Holland, Nederland, 1087BN, Nederland",52.3596049,4.9897779
226,'s-Gravesandeplein 56,475.000 k.k.,"'s-Gravesandeplein 56, 1091 BC Amsterdam",75 m^2,,3,Burger Elkerbout Makelaars en Taxateurs,https://www.funda.nl/koop/amsterdam/appartement-42644022-s-gravesandeplein-56/,"56, 's-Gravesandeplein, Oosterparkbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1091BC, Nederland",52.3589178,4.9149136
227,Zocherstraat 27 II,650.000 k.k.,"Zocherstraat 27 II, 1054 LR Amsterdam",72 m^2,,3,MAKELAAR BERT,https://www.funda.nl/koop/amsterdam/appartement-42644013-zocherstraat-27-ii/,"Zocherstraat, Amsterdam, Noord-Holland, Nederland, 1075XH, Nederland",52.3564076,4.8547703
228,Eerste Jan van der Heijdenstraat 122 c,285.000 k.k.,"Eerste Jan van der Heijdenstraat 122 c, 1072 VC Amsterdam",29 m^2,,,RKZ Makelaars,https://www.funda.nl/koop/amsterdam/appartement-88008636-eerste-jan-van-der-heijdenstraat-122-c/,"Eerste Jan van der Heijdenstraat, Oude Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072TL, Nederland",52.3534318,4.8907865
229,Wilhelminastraat 186 III,775.000 k.k.,"Wilhelminastraat 186 III, 1054 WT Amsterdam",85 m^2,,4,MAKELAAR BERT,https://www.funda.nl/koop/amsterdam/appartement-42644081-wilhelminastraat-186-iii/,"Wilhelminastraat, Overtoomse Sluis, Amsterdam, Noord-Holland, Nederland, 1054VX, Nederland",52.3614448,4.8626915
230,Nicolaas Witsenkade 43 B,1.095.000 k.k.,"Nicolaas Witsenkade 43 B, 1017 ZV Amsterdam",121 m^2,,4,Amstelland Makelaars B.V.,https://www.funda.nl/koop/amsterdam/appartement-88007711-nicolaas-witsenkade-43-b/,"Nicolaas Witsenkade, Centrum, Amsterdam, Noord-Holland, Nederland, 1017ZR, Nederland",52.3584186,4.8928709
231,Dapperstraat 191,375.000 k.k.,"Dapperstraat 191, 1093 BS Amsterdam",52 m^2,,2,De Haas makelaars & taxateurs o.z.,https://www.funda.nl/koop/amsterdam/appartement-42643051-dapperstraat-191/,"191, Dapperstraat, Dapperbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1093BS, Nederland",52.3630835,4.9274511
232,Pieter Aertszstraat 98 I,525.000 k.k.,"Pieter Aertszstraat 98 I, 1074 VS Amsterdam",65 m^2,,4,PUUR* Makelaars Amsterdam - Zuid,https://www.funda.nl/koop/amsterdam/appartement-42643007-pieter-aertszstraat-98-i/,"98-3, Pieter Aertszstraat, de Pijp, Amsterdam, Noord-Holland, Nederland, 1074VS, Nederland",52.352697,4.9035169
