,title,price,location,living_space,plot_area,rooms,broker,link,coordinates,latitude,longitude
310,Commelinstraat 350,475.000 k.k.,"Commelinstraat 350, 1093 VD Amsterdam",73 m^2,,3,Yourhome Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42759233-commelinstraat-350/,"350, Commelinstraat, Dapperbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1093VD, Nederland",52.3639657,4.9278834
311,Michelangelostraat 105 II,1.300.000 k.k.,"Michelangelostraat 105 II, 1077 CA Amsterdam",137 m^2,,4,Ramón Mossel Makelaardij o.g. B.V.,https://www.funda.nl/koop/amsterdam/appartement-42759813-michelangelostraat-105-ii/,"Michelangelostraat, Apollobuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1077BN, Nederland",52.3500601,4.8708916
312,Van Ostadestraat 348 II,425.000 k.k.,"Van Ostadestraat 348 II, 1073 TZ Amsterdam",52 m^2,,2,PUUR* Makelaars Amsterdam - Zuid,https://www.funda.nl/koop/amsterdam/appartement-42758382-van-ostadestraat-348-ii/,"Van Ostadestraat, Nieuwe Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072SR, Nederland",52.3521143,4.8913397
313,Esplanade de Meer 119,475.000 k.k.,"Esplanade de Meer 119, 1098 WJ Amsterdam",83 m^2,,3,VAN VULPEN ROOZENBURG MAKELAARS,https://www.funda.nl/koop/amsterdam/appartement-42758803-esplanade-de-meer-119/,"119, Esplanade de Meer, Park de Meer, Oost, Amsterdam, Noord-Holland, Nederland, 1098WJ, Nederland",52.3444554,4.9497298
314,Burgemeester Hogguerstraat 125,265.000 k.k.,"Burgemeester Hogguerstraat 125, 1064 CL Amsterdam",44 m^2,,2,De Makelaers BV,https://www.funda.nl/koop/amsterdam/appartement-42758745-burgemeester-hogguerstraat-125/,"125, Burgemeester Hogguerstraat, Slotermeer, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1064CL, Nederland",52.3718251,4.8305037
315,Valeriusstraat 62 2+3,1.095.000 k.k.,"Valeriusstraat 62 2+3, 1071 ML Amsterdam",134 m^2,,6,JA! Jaap Admiraal makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42757347-valeriusstraat-62-2-3/,,,
316,Rozengracht 23 E,400.000 k.k.,"Rozengracht 23 E, 1016 LR Amsterdam",44 m^2,,2,Alice Bakker Makelaardij O.G.,https://www.funda.nl/koop/amsterdam/appartement-42756005-rozengracht-23-e/,"Rozengracht, Da Costabuurt, West, Amsterdam, Noord-Holland, Nederland, 1052EJ, Nederland",52.3719051,4.8742036
317,Gillis van Ledenberchstraat 2 M,675.000 k.k.,"Gillis van Ledenberchstraat 2 M, 1052 VG Amsterdam",90 m^2,,3,PB Makelaars o.z.,https://www.funda.nl/koop/amsterdam/appartement-42756996-gillis-van-ledenberchstraat-2-m/,"Gillis van Ledenberchstraat, Frederik Hendrikbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052HE, Nederland",52.3765751,4.8721154
318,Churchill-laan 221 -hs,1.250.000 k.k.,"Churchill-laan 221 -hs, 1078 ED Amsterdam",157 m^2,,4,Ramón Mossel Makelaardij o.g. B.V.,https://www.funda.nl/koop/amsterdam/appartement-42756853-churchill-laan-221-hs/,,,
319,Nieuwe Achtergracht 93 -bov,1.000.000 k.k.,"Nieuwe Achtergracht 93 -bov, 1018 WP Amsterdam",112 m^2,,4,Babs Persoons,https://www.funda.nl/koop/amsterdam/appartement-42756679-nieuwe-achtergracht-93-bov/,,,
320,Burgemeester Hogguerstraat 639,345.000 k.k.,"Burgemeester Hogguerstraat 639, 1064 CX Amsterdam",78 m^2,,4,Nanninga & Burger Makelaardij og,https://www.funda.nl/koop/amsterdam/appartement-42755175-burgemeester-hogguerstraat-639/,"639, Burgemeester Hogguerstraat, Slotermeer, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1064CX, Nederland",52.3722614,4.8293088
321,Smalschipstraat 21 + PP,548.000 k.k.,"Smalschipstraat 21 + PP, 1086 VM Amsterdam",90 m^2,,4,CRUQ-S,https://www.funda.nl/koop/amsterdam/appartement-88119564-smalschipstraat-21-pp/,,,
322,Tweede Atjehstraat 35,695.000 k.k.,"Tweede Atjehstraat 35, 1094 LB Amsterdam",82 m^2,,3,RKZ Makelaars,https://www.funda.nl/koop/amsterdam/appartement-88008925-tweede-atjehstraat-35/,"35-3, Tweede Atjehstraat, Indische Buurt, Oost, Amsterdam, Noord-Holland, Nederland, 1094LB, Nederland",52.3621818,4.9335679
323,J.J. Viottastraat 9 II,2.150.000 k.k.,"J.J. Viottastraat 9 II, 1071 JM Amsterdam",195 m^2,,4,Eefje Voogd Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42643752-jj-viottastraat-9-ii/,"J.J. Viottastraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071JT, Nederland",52.3525868,4.8704795
324,Boetonstraat 18 -1,375.000 k.k.,"Boetonstraat 18 -1, 1095 XM Amsterdam",52 m^2,,3,Hoekstra en van Eck Amsterdam Centrum,https://www.funda.nl/koop/amsterdam/appartement-42643404-boetonstraat-18-1/,"18-1, Boetonstraat, Indische Buurt, Oost, Amsterdam, Noord-Holland, Nederland, 1095XM, Nederland",52.3641922,4.9448079
325,Ter Boede 1 -H,295.000 k.k.,"Ter Boede 1 -H, 1082 CB Amsterdam",40 m^2,,2,Tel Krop Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42642491-ter-boede-1-h/,"1-H, Ter Boede, Buitenveldert, Amsterdam, Noord-Holland, Nederland, 1082CB, Nederland",52.3250709,4.8783078
326,Ladogameerhof 26,385.000 k.k.,"Ladogameerhof 26, 1060 PJ Amsterdam",107 m^2,,3,Hoekstra en van Eck Amsterdam West,https://www.funda.nl/koop/amsterdam/appartement-42641199-ladogameerhof-26/,"26, Ladogameerhof, De Aker, Sloten, Amsterdam, Noord-Holland, Nederland, 1060PJ, Nederland",52.3512533,4.7800625
327,Polanenstraat 29,519.000 k.k.,"Polanenstraat 29, 1013 VP Amsterdam",75 m^2,,3,020-Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42641685-polanenstraat-29/,"29, Polanenstraat, Spaarndammerbuurt, West, Amsterdam, Noord-Holland, Nederland, 1013VP, Nederland",52.3888819,4.8778259
328,Molukkenstraat 43 I,340.000 k.k.,"Molukkenstraat 43 I, 1095 AT Amsterdam",41 m^2,,3,Makelaar Jansen,https://www.funda.nl/koop/amsterdam/appartement-42641678-molukkenstraat-43-i/,"Afrikaanse Kapsalon The Friends, 43-H, Molukkenstraat, Indische Buurt, Oost, Amsterdam, Noord-Holland, Nederland, 1095AT, Nederland",52.3646376,4.9397173
329,De Lairessestraat 44 H,1.995.000 k.k.,"De Lairessestraat 44 H, 1071 PB Amsterdam",211 m^2,,6,Aemestelle Makelaars v.o.f.,https://www.funda.nl/koop/amsterdam/appartement-42640348-de-lairessestraat-44-h/,"44-H, De Lairessestraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071PB, Nederland",52.3547824,4.875619
330,Beysterveld 265,1.095.000 k.k.,"Beysterveld 265, 1083 KE Amsterdam",180 m^2,,4,Heeren Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42640850-beysterveld-265/,"265, Beysterveld, Amsterdam, Noord-Holland, Nederland, 1083KE, Nederland",52.3276414,4.8867287
331,Herengracht 50 C,1.250.000 k.k.,"Herengracht 50 C, 1015 BN Amsterdam",108 m^2,,3,De Graaf & Groot Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42640709-herengracht-50-c/,"Herengracht, Negen Straatjes, Centrum, Amsterdam, Noord-Holland, Nederland, 1016BK, Nederland",52.371512,4.8872567
332,Ceintuurbaan 410 2,400.000 k.k.,"Ceintuurbaan 410 2, 1074 EA Amsterdam",63 m^2,,3,Yourhome Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42649232-ceintuurbaan-410-2/,"410-2, Ceintuurbaan, Nieuwe Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1074EA, Nederland",52.3548112,4.90182
333,Tweede Oosterparkstraat 45 D,475.000 k.k.,"Tweede Oosterparkstraat 45 D, 1091 HW Amsterdam",49 m^2,,2,Home Sales and Rental,https://www.funda.nl/koop/amsterdam/appartement-88003724-tweede-oosterparkstraat-45-d/,"Tweede Oosterparkstraat, Oosterparkbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1092BW, Nederland",52.3583388,4.9213729
334,Cruquiusweg 104 F,675.000 k.k.,"Cruquiusweg 104 F, 1019 AK Amsterdam",82 m^2,,3,Eefje Voogd Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42649876-cruquiusweg-104-f/,"Cruquiusweg, Oostelijk Havengebied, Oost, Amsterdam, Noord-Holland, Nederland, 1019DH, Nederland",52.3687502,4.9361138
335,Albert Cuypstraat 58 1,499.000 k.k.,"Albert Cuypstraat 58 1, 1072 CV Amsterdam",56 m^2,,3,DoeksenKlein Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42649435-albert-cuypstraat-58-1/,"58-1, Albert Cuypstraat, de Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072CV, Nederland",52.3546333,4.8892279
336,Groenmarktkade 6 1,485.000 k.k.,"Groenmarktkade 6 1, 1016 TA Amsterdam",66 m^2,,3,DDB Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42649483-groenmarktkade-6-1/,"6-1, Groenmarktkade, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1016TA, Nederland",52.3714253,4.875163
337,Tintorettostraat 13 hs,2.150.000 k.k.,"Tintorettostraat 13 hs, 1077 RN Amsterdam",214 m^2,,6,Heeren Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42649473-tintorettostraat-13-hs/,"Tintorettostraat, Apollobuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1077RS, Nederland",52.3472602,4.8702788
338,Keizersgracht 131 F,650.000 k.k.,"Keizersgracht 131 F, 1015 CJ Amsterdam",77 m^2,,3,Engel & Völkers Amsterdam Centrum,https://www.funda.nl/koop/amsterdam/appartement-88002923-keizersgracht-131-f/,"Keizersgracht, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017EW, Nederland",52.3636222,4.8983883
339,Nachtwachtlaan 384,350.000 k.k.,"Nachtwachtlaan 384, 1058 EN Amsterdam",58 m^2,,2,Hoekstra en van Eck Amsterdam West,https://www.funda.nl/koop/amsterdam/appartement-42648135-nachtwachtlaan-384/,"384, Nachtwachtlaan, Overtoomse Veld, West, Amsterdam, Noord-Holland, Nederland, 1058EN, Nederland",52.3630722,4.844135
340,Wilhelminastraat 40 -hs,995.000 k.k.,"Wilhelminastraat 40 -hs, 1054 WJ Amsterdam",116 m^2,,5,Rappange Makelaardij B.V.,https://www.funda.nl/koop/amsterdam/appartement-42647055-wilhelminastraat-40-hs/,"Wilhelminastraat, Oud-West, Amsterdam, Noord-Holland, Nederland, 1054VV, Nederland",52.3619048,4.8646272
341,Sassenheimstraat 92 1,490.000 k.k.,"Sassenheimstraat 92 1, 1059 BM Amsterdam",59 m^2,,2,Expat Property Brokers,https://www.funda.nl/koop/amsterdam/appartement-88000077-sassenheimstraat-92-1/,"92-1, Sassenheimstraat, Hoofddorperpleinbuurt, Amsterdam, Noord-Holland, Nederland, 1059BM, Nederland",52.3488546,4.8463197
342,Jekerstraat 53 3/4,825.000 k.k.,"Jekerstraat 53 3/4, 1078 LZ Amsterdam",116 m^2,,4,Rappange Makelaardij B.V.,https://www.funda.nl/koop/amsterdam/appartement-42645315-jekerstraat-53-3-4/,"Jekerstraat, Scheldebuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1078NG, Nederland",52.3459944,4.8973824
343,Hunzestraat 114 h,565.000 k.k.,"Hunzestraat 114 h, 1079 WH Amsterdam",57 m^2,,2,Makelaarsgroep o.g. Commissaris,https://www.funda.nl/koop/amsterdam/appartement-42634588-hunzestraat-114-h/,"114-H, Hunzestraat, Rijnbuurt, Amsterdam, Noord-Holland, Nederland, 1079WH, Nederland",52.3412062,4.9045364
344,Vätternkade 74,500.000 k.k.,"Vätternkade 74, 1060 PK Amsterdam",113 m^2,,4,Hoekstra en van Eck Amsterdam West,https://www.funda.nl/koop/amsterdam/appartement-42632706-vatternkade-74/,"74, Vätternkade, De Aker, Sloten, Amsterdam, Noord-Holland, Nederland, 1060PK, Nederland",52.3493513,4.7818676
345,Rupelmonde 32,525.000 k.k.,"Rupelmonde 32, 1081 GP Amsterdam",81 m^2,,2,Makelaardij Van der Linden Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-42632484-rupelmonde-32/,"32, Rupelmonde, Amsterdam, Noord-Holland, Nederland, 1081GP, Nederland",52.3284727,4.8588026
346,Willem Frederik Hermansstraat 167,1.785.000 k.k.,"Willem Frederik Hermansstraat 167, 1011 DG Amsterdam",238 m^2,,6,Heeren Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42631589-willem-frederik-hermansstraat-167/,"167, Willem Frederik Hermansstraat, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011DG, Nederland",52.3762747,4.9076109
347,Tintorettostraat 7 1&3,1.175.000 k.k.,"Tintorettostraat 7 1&3, 1077 RM Amsterdam",155 m^2,,4,Heeren Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42630878-tintorettostraat-7-1-en-3/,"Tintorettostraat, Apollobuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1077RS, Nederland",52.3472602,4.8702788
348,Harry Koningsbergerstraat 164,249.000 k.k.,"Harry Koningsbergerstraat 164, 1063 AG Amsterdam",30 m^2,,2,Poel Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42630431-harry-koningsbergerstraat-164/,"164, Harry Koningsbergerstraat, Kolenkitbuurt, Amsterdam, Noord-Holland, Nederland, 1063AG, Nederland",52.3840481,4.8379588
349,Celebesstraat 62 c,485.000 k.k.,"Celebesstraat 62 c, 1094 ER Amsterdam",76 m^2,,3,Noort Makelaars,https://www.funda.nl/koop/amsterdam/appartement-88091978-celebesstraat-62-c/,"Celebesstraat, Indische Buurt, Oost, Amsterdam, Noord-Holland, Nederland, 1094EZ, Nederland",52.3583525,4.9362276
350,President Kennedylaan 122 3,485.000 k.k.,"President Kennedylaan 122 3, 1079 NJ Amsterdam",72 m^2,,4,De Graaf & Groot Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42637501-president-kennedylaan-122-3/,"122-3, President Kennedylaan, Rijnbuurt, Amsterdam, Noord-Holland, Nederland, 1079NJ, Nederland",52.3411026,4.9077368
351,Hondecoeterstraat 8 C,1.250.000 k.k.,"Hondecoeterstraat 8 C, 1071 LR Amsterdam",140 m^2,,5,Mar. J. Heule Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42628011-hondecoeterstraat-8-c/,"Hondecoeterstraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071NZ, Nederland",52.3552035,4.8777406
352,Sonneveld 31,550.000 k.k.,"Sonneveld 31, 1082 EX Amsterdam",114 m^2,,4,MRA Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42611338-sonneveld-31/,"31, Sonneveld, Buitenveldert, Amsterdam, Noord-Holland, Nederland, 1082EX, Nederland",52.3249463,4.8723397
353,Houthavenkade 116,650.000 k.k.,"Houthavenkade 116, 1014 ZB Amsterdam",73 m^2,,3,KIJCK. makelaars,https://www.funda.nl/koop/amsterdam/appartement-42619133-houthavenkade-116/,"116, Houthavenkade, Houthaven, Amsterdam, Noord-Holland, Nederland, 1014ZB, Nederland",52.394242,4.8765666
354,Brinkstraat 75,425.000 k.k.,"Brinkstraat 75, 1097 VJ Amsterdam",65 m^2,,2,BNV makelaars,https://www.funda.nl/koop/amsterdam/appartement-42618570-brinkstraat-75/,"75, Brinkstraat, Betondorp, Amsterdam, Noord-Holland, Nederland, 1097VJ, Nederland",52.3417624,4.9457505
355,Minervaplein 34 Hs,895.000 k.k.,"Minervaplein 34 Hs, 1077 TT Amsterdam",99 m^2,,3,Heeren Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42615826-minervaplein-34-hs/,"Minervaplein, Apollobuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1077TB, Nederland",52.3470527,4.8738732
356,Bernard Shawsingel 250,250.000 k.k.,"Bernard Shawsingel 250, 1102 VE Amsterdam",60 m^2,,3,Makelaardij Van der Linden Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-41819377-bernard-shawsingel-250/,"250, Bernard Shawsingel, D buurt, Zuidoost, Amsterdam, Noord-Holland, Nederland, 1102VE, Nederland",52.3201472,4.9459206
357,Jaagpad 39,750.000 k.k.,"Jaagpad 39, 1059 BP Amsterdam",180 m^2,,5,Hoekstra en van Eck Amsterdam Centrum,https://www.funda.nl/koop/amsterdam/huis-42751871-jaagpad-39/,"39, Jaagpad, Amsterdam, Noord-Holland, Nederland, 1059BP, Nederland",52.3398134,4.846379450000001
358,Apollolaan 20,3.500.000 k.k.,"Apollolaan 20, 1077 BA Amsterdam",264 m^2,308 m^2,10,Heeren Makelaars,https://www.funda.nl/koop/amsterdam/huis-42640150-apollolaan-20/,"20, Apollolaan, Apollobuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1077BA, Nederland",52.3491612,4.8831985
359,Prinsenstraat 4,890.000 k.k.,"Prinsenstraat 4, 1015 DC Amsterdam",88 m^2,28 m^2,5,Engel & Völkers Amsterdam Centrum,https://www.funda.nl/koop/amsterdam/huis-88057911-prinsenstraat-4/,"4, Prinsenstraat, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1015DC, Nederland",52.377742,4.8874117
360,Keizersgracht 200,945.000 k.k.,"Keizersgracht 200, 1016 DX Amsterdam",95 m^2,22 m^2,5,Engel & Völkers Amsterdam Centrum,https://www.funda.nl/koop/amsterdam/huis-88966379-keizersgracht-200/,"200, Keizersgracht, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1016DX, Nederland",52.3737936,4.884622
361,Korenbloemstraat 32,395.000 k.k.,"Korenbloemstraat 32, 1032 GW Amsterdam",72 m^2,94 m^2,5,Van Overbeek Amsterdam,https://www.funda.nl/koop/amsterdam/huis-42752076-korenbloemstraat-32/,"32, Korenbloemstraat, Florabuurt, Noord, Amsterdam, Noord-Holland, Nederland, 1032GW, Nederland",52.3987034,4.9141959
362,Van Nijenrodeweg 904,1.140.000 k.k.,"Van Nijenrodeweg 904, 1081 BJ Amsterdam",177 m^2,126 m^2,7,Tel Krop Makelaars,https://www.funda.nl/koop/amsterdam/huis-42639353-van-nijenrodeweg-904/,"904, Van Nijenrodeweg, Amsterdam, Noord-Holland, Nederland, 1081BJ, Nederland",52.3275024,4.8609119
363,Samosstraat 48,725.000 k.k.,"Samosstraat 48, 1060 TA Amsterdam",140 m^2,94 m^2,5,KIJCK. makelaars,https://www.funda.nl/koop/amsterdam/huis-42621086-samosstraat-48/,"48, Samosstraat, De Aker, Sloten, Amsterdam, Noord-Holland, Nederland, 1060TA, Nederland",52.3453166,4.7926506
364,Zwenkgrasstraat 5 *,1.500.000 k.k.,"Zwenkgrasstraat 5 *, 1087 SG Amsterdam",181 m^2,329 m^2,6,Amsterdam At Home Makelaars,https://www.funda.nl/koop/amsterdam/huis-42613232-zwenkgrasstraat-5/,"5, Zwenkgrasstraat, IJburg, Amsterdam, Noord-Holland, Nederland, 1087SG, Nederland",52.3464142,5.0004032
365,Amsteldijk 810,Prijs op aanvraag,"Amsteldijk 810, 1079 LM Amsterdam",195 m^2,37.800 m^2,5,Amsterdam At Home Makelaars,https://www.funda.nl/koop/amsterdam/huis-42409853-amsteldijk-810/,"810, Amsteldijk, Rivierenbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1079LM, Nederland",52.3467244,4.912379757868866
366,Nieuwe Jonkerstraat 4 c,650.000 k.k.,"Nieuwe Jonkerstraat 4 c, 1011 CM Amsterdam",80 m^2,,4,Amsterdam At Home Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42753069-nieuwe-jonkerstraat-4-c/,"Nieuwe Jonkerstraat, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011DB, Nederland",52.3728955,4.9036398
367,Heringa-State 13,275.000 k.k.,"Heringa-State 13, 1082 TP Amsterdam",34 m^2,,2,Yourhome Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42751245-heringa-state-13/,"13, Heringa-State, Zuidas, Zuid, Amsterdam, Noord-Holland, Nederland, 1082TP, Nederland",52.3340708,4.8769435
368,Ridderspoorweg 88,775.000 k.k.,"Ridderspoorweg 88, 1032 LL Amsterdam",115 m^2,,4,TWM Makelaardij Amsterdam/Purmerend,https://www.funda.nl/koop/amsterdam/appartement-42750620-ridderspoorweg-88/,"88, Ridderspoorweg, Noord, Amsterdam, Noord-Holland, Nederland, 1032LL, Nederland",52.3966141,4.9043807
369,Admiralengracht 66 -1,400.000 k.k.,"Admiralengracht 66 -1, 1057 GB Amsterdam",63 m^2,,3,Hoekstra en van Eck Amsterdam West,https://www.funda.nl/koop/amsterdam/appartement-42759339-admiralengracht-66-1/,"66-1, Admiralengracht, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057GB, Nederland",52.3670545,4.8581963
370,Korte Leidsedwarsstraat 45 3,450.000 k.k.,"Korte Leidsedwarsstraat 45 3, 1017 PW Amsterdam",55 m^2,,2,HHW Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42758197-korte-leidsedwarsstraat-45-3/,"45-3, Korte Leidsedwarsstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1017PW, Nederland",52.3649584,4.8824173
371,Dirk Schäferstraat 37 -3,650.000 k.k.,"Dirk Schäferstraat 37 -3, 1076 BB Amsterdam",95 m^2,,4,Hoekstra en van Eck Amsterdam Centrum,https://www.funda.nl/koop/amsterdam/appartement-42757050-dirk-schaferstraat-37-3/,"37-3, Dirk Schäferstraat, Zuidas, Zuid, Amsterdam, Noord-Holland, Nederland, 1076BB, Nederland",52.3416643,4.8663785
372,Sterkenburg 47,400.000 k.k.,"Sterkenburg 47, 1083 VJ Amsterdam",65 m^2,,3,Hoekstra en van Eck Amsterdam West,https://www.funda.nl/koop/amsterdam/appartement-42756634-sterkenburg-47/,"47, Sterkenburg, Zuid, Amsterdam, Noord-Holland, Nederland, 1083VJ, Nederland",52.3316698,4.8872702
373,Rijnstraat 54 3,550.000 k.k.,"Rijnstraat 54 3, 1078 RD Amsterdam",89 m^2,,5,Peters en Partners,https://www.funda.nl/koop/amsterdam/appartement-42640901-rijnstraat-54-3/,"54-3, Rijnstraat, IJselbuurt, Amsterdam, Noord-Holland, Nederland, 1078RD, Nederland",52.3467343,4.9047412
374,Weesperzijde 120 hs,1.150.000 k.k.,"Weesperzijde 120 hs, 1091 EP Amsterdam",108 m^2,,4,Ankersmit Makelaars Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-42649576-weesperzijde-120-hs/,,,
375,Langswater 482,240.000 k.k.,"Langswater 482, 1069 ED Amsterdam",60 m^2,,3,Moerland makelaardij o.g. b.v.,https://www.funda.nl/koop/amsterdam/appartement-42648526-langswater-482/,"482, Langswater, De Punt, Amsterdam, Noord-Holland, Nederland, 1069ED, Nederland",52.3565715,4.789505
376,Nieuwe Purmerweg 134,285.000 k.k.,"Nieuwe Purmerweg 134, 1023 ZB Amsterdam",43 m^2,,2,Van Overbeek Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-42639709-nieuwe-purmerweg-134/,"134, Nieuwe Purmerweg, Tuindorp Nieuwendam, Amsterdam, Noord-Holland, Nederland, 1023ZB, Nederland",52.3932742,4.937084
377,Bos en Lommerplantsoen 29 B,225.000 k.k.,"Bos en Lommerplantsoen 29 B, 1055 AA Amsterdam",31 m^2,,,KIJCK. makelaars,https://www.funda.nl/koop/amsterdam/appartement-42636846-bos-en-lommerplantsoen-29-b/,"Bos en Lommerplantsoen, Erasmuspark, West, Amsterdam, Noord-Holland, Nederland, 1055SC, Nederland",52.3764161,4.8455203
378,Goudsbloemstraat 107 -A,425.000 k.k.,"Goudsbloemstraat 107 -A, 1015 JK Amsterdam",53 m^2,,2,KIJCK. makelaars,https://www.funda.nl/koop/amsterdam/appartement-42622809-goudsbloemstraat-107-a/,"Goudsbloemstraat, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1015JW, Nederland",52.3806657,4.8840753
379,Tweede Wittenburgerdwarsstraat 18,550.000 k.k.,"Tweede Wittenburgerdwarsstraat 18, 1018 LP Amsterdam",74 m^2,,3,KIJCK. makelaars,https://www.funda.nl/koop/amsterdam/appartement-42621751-tweede-wittenburgerdwarsstraat-18/,"18, Tweede Wittenburgerdwarsstraat, Wittenburg, Centrum, Amsterdam, Noord-Holland, Nederland, 1018LP, Nederland",52.3719023,4.9210308
380,Korte Geuzenstraat 603,295.000 k.k.,"Korte Geuzenstraat 603, 1056 KX Amsterdam",30 m^2,,2,Scholten Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42625103-korte-geuzenstraat-603/,"603, Korte Geuzenstraat, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1056KX, Nederland",52.3709035,4.8649366
381,Prins Hendrikkade 122 1,825.000 k.k.,"Prins Hendrikkade 122 1, 1011 AM Amsterdam",91 m^2,,3,Booij Makelaardij Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-42604829-prins-hendrikkade-122-1/,"Prins Hendrikkade, Centrum, Amsterdam, Noord-Holland, Nederland, 1011EH, Nederland",52.3765254,4.9023231
382,Céramiquelaan 363,1.150.000 k.k.,"Céramiquelaan 363, 1031 KG Amsterdam",150 m^2,,4,KIJCK. makelaars,https://www.funda.nl/koop/amsterdam/appartement-42671592-ceramiquelaan-363/,"363, Céramiquelaan, Amsterdam, Noord-Holland, Nederland, 1031KG, Nederland",52.3862805,4.9045452
383,Kaap Verde Penthouse (Bouwnr. 5.7.65),4.000.000 v.o.n.,"Kaap Verde Penthouse (Bouwnr. 5.7.65), 1031 HX Amsterdam",338 m^2,,4,Meerdere makelaars betrokken,https://www.funda.nl/koop/amsterdam/appartement-42519932-kaap-verde-penthouse-bouwnr-5765/,,,
384,Houtrijkstraat 405,345.000 k.k.,"Houtrijkstraat 405, 1013 VB Amsterdam",54 m^2,,3,Bolle en Compagnons B.V.,https://www.funda.nl/koop/amsterdam/appartement-42751387-houtrijkstraat-405/,"405, Houtrijkstraat, Spaarndammerbuurt, Amsterdam, Noord-Holland, Nederland, 1013VB, Nederland",52.3916264,4.8765016
385,Nigellestraat 133,335.000 k.k.,"Nigellestraat 133, 1032 BM Amsterdam",58 m^2,,4,Amsterdam At Home Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42751647-nigellestraat-133/,"133, Nigellestraat, Florabuurt, Noord, Amsterdam, Noord-Holland, Nederland, 1032BM, Nederland",52.3975081,4.9164713
386,Singel 188 2,900.000 k.k.,"Singel 188 2, 1016 AA Amsterdam",107 m^2,,3,Amsterdam At Home Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42750896-singel-188-2/,"188-2, Singel, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1016AA, Nederland",52.3744496,4.8888437
387,Loenermark 621,379.000 k.k.,"Loenermark 621, 1025 VC Amsterdam",93 m^2,,4,DAM Vastgoed,https://www.funda.nl/koop/amsterdam/appartement-88113401-loenermark-621/,"621, Loenermark, Buikslotermeer, Noord, Amsterdam, Noord-Holland, Nederland, 1025VC, Nederland",52.3996496,4.9308629
